change_id;revision-id;filename;line;start_line;end_line;LOC;message
cps~master~Ia67db468ece4a7ab694d95cb63a954f24dd8cb55;eee4b4538e74468dd70ffef68164ad9353d70616;cps-ncmp-service/src/test/groovy/org/onap/cps/ncmp/api/impl/NetworkCmProxyDataServiceImplRegistrationSpec.groovy;259;249;259;        def dmiServiceName = 'some service name';a lof of (brittle) code just for a stricter check on lines 270 and 282?! _ Not sure of if it is worth that, I think we need to discuss
cps~master~Ia67db468ece4a7ab694d95cb63a954f24dd8cb55;eee4b4538e74468dd70ffef68164ad9353d70616;cps-ncmp-service/src/test/groovy/org/onap/cps/ncmp/api/impl/NetworkCmProxyDataServiceImplRegistrationSpec.groovy;259;249;259;        def compositeState = new CompositeState(cmHandleState: CmHandleState.ADVISED,;a lof of (brittle) code just for a stricter check on lines 270 and 282?! _ Not sure of if it is worth that, I think we need to discuss
cps~master~Ia67db468ece4a7ab694d95cb63a954f24dd8cb55;eee4b4538e74468dd70ffef68164ad9353d70616;cps-ncmp-service/src/test/groovy/org/onap/cps/ncmp/api/impl/NetworkCmProxyDataServiceImplRegistrationSpec.groovy;259;249;259;                lockReason: CompositeState.LockReason.builder().lockReasonCategory(LockReasonCategory.LOCKED_MODULE_SYNC_FAILED).details("lock details").build(),;a lof of (brittle) code just for a stricter check on lines 270 and 282?! _ Not sure of if it is worth that, I think we need to discuss
cps~master~Ia67db468ece4a7ab694d95cb63a954f24dd8cb55;eee4b4538e74468dd70ffef68164ad9353d70616;cps-ncmp-service/src/test/groovy/org/onap/cps/ncmp/api/impl/NetworkCmProxyDataServiceImplRegistrationSpec.groovy;259;249;259;                lastUpdateTime: 'some-timestamp',;a lof of (brittle) code just for a stricter check on lines 270 and 282?! _ Not sure of if it is worth that, I think we need to discuss
cps~master~Ia67db468ece4a7ab694d95cb63a954f24dd8cb55;eee4b4538e74468dd70ffef68164ad9353d70616;cps-ncmp-service/src/test/groovy/org/onap/cps/ncmp/api/impl/NetworkCmProxyDataServiceImplRegistrationSpec.groovy;259;249;259;                dataSyncEnabled: false,;a lof of (brittle) code just for a stricter check on lines 270 and 282?! _ Not sure of if it is worth that, I think we need to discuss
cps~master~Ia67db468ece4a7ab694d95cb63a954f24dd8cb55;eee4b4538e74468dd70ffef68164ad9353d70616;cps-ncmp-service/src/test/groovy/org/onap/cps/ncmp/api/impl/NetworkCmProxyDataServiceImplRegistrationSpec.groovy;259;249;259;                dataStores: null);a lof of (brittle) code just for a stricter check on lines 270 and 282?! _ Not sure of if it is worth that, I think we need to discuss
cps~master~Ia67db468ece4a7ab694d95cb63a954f24dd8cb55;eee4b4538e74468dd70ffef68164ad9353d70616;cps-ncmp-service/src/test/groovy/org/onap/cps/ncmp/api/impl/NetworkCmProxyDataServiceImplRegistrationSpec.groovy;259;249;259;        def dmiProperties = [new YangModelCmHandle.Property('Book', 'Romance Novel')];a lof of (brittle) code just for a stricter check on lines 270 and 282?! _ Not sure of if it is worth that, I think we need to discuss
cps~master~Ia67db468ece4a7ab694d95cb63a954f24dd8cb55;eee4b4538e74468dd70ffef68164ad9353d70616;cps-ncmp-service/src/test/groovy/org/onap/cps/ncmp/api/impl/NetworkCmProxyDataServiceImplRegistrationSpec.groovy;259;249;259;        def publicProperties = [new YangModelCmHandle.Property('Public Book', 'Public Romance Novel')];a lof of (brittle) code just for a stricter check on lines 270 and 282?! _ Not sure of if it is worth that, I think we need to discuss
cps~master~Ia67db468ece4a7ab694d95cb63a954f24dd8cb55;eee4b4538e74468dd70ffef68164ad9353d70616;cps-ncmp-service/src/test/groovy/org/onap/cps/ncmp/api/impl/NetworkCmProxyDataServiceImplRegistrationSpec.groovy;259;249;259;;a lof of (brittle) code just for a stricter check on lines 270 and 282?! _ Not sure of if it is worth that, I think we need to discuss
cps~master~Ia67db468ece4a7ab694d95cb63a954f24dd8cb55;eee4b4538e74468dd70ffef68164ad9353d70616;cps-ncmp-service/src/test/groovy/org/onap/cps/ncmp/api/impl/NetworkCmProxyDataServiceImplRegistrationSpec.groovy;259;249;259;        def yangModelCmHandle = new YangModelCmHandle(id: 'some-cm-handle', dmiServiceName: dmiServiceName,;a lof of (brittle) code just for a stricter check on lines 270 and 282?! _ Not sure of if it is worth that, I think we need to discuss
